
Clock type: CPU
Ordered by: totaltime, desc

name                                  ncall  tsub      ttot      tavg      
heat_conduction.py:157 temperature    4480   0.020779  0.020779  0.000005
..ilder.py:964 Builder.extract_value  736    0.002971  0.020522  0.000028
..pes/abstract.py:120 Omitted.__eq__  919..  0.013536  0.020436  0.000002
..ackages/cffi/cparser.py:1 <module>  1      0.000063  0.019758  0.019758
..mba/core/extending.py:119 decorate  216    0.001100  0.019458  0.000090
..matplotlib/transforms.py:658 union  43     0.000763  0.019284  0.000448
..:1021 TypeInferer.build_constraint  6      0.000170  0.019114  0.003186
../errors.py:203 ColorShell.__init__  389    0.000673  0.019067  0.000049
..matplotlib/text.py:168 Text.update  282    0.001122  0.018994  0.000067
..69 TypeInferer.constrain_statement  193    0.000508  0.018941  0.000098
..icker.py:2287 AutoLocator.__call__  48     0.000244  0.018903  0.000394
..ase.py:128 OverloadSelector._match  946    0.004019  0.018867  0.000020
..s/numba/np/arraymath.py:3 <module>  1      0.000425  0.018646  0.018646
..v.py:547 CPUCallConv.call_function  15     0.000291  0.018596  0.001240
..xternal>:1233 FileFinder.find_spec  290    0.003775  0.018578  0.000064
..atplotlib/lines.py:734 Line2D.draw  94     0.001844  0.018498  0.000197
..ges/colorama/initialise.py:23 init  389    0.001175  0.018394  0.000047
...py:1434 TypeInferer.typeof_assign  165    0.000709  0.018209  0.000110
..14 CPUContext.get_constant_generic  148    0.000426  0.017815  0.000120
..passes.py:246 WithLifting.run_pass  6      0.000052  0.017606  0.002934
..ore/transforms.py:318 with_lifting  6      0.000060  0.017534  0.002922
..ers.py:232 FunctionPassManager.run  40     0.000107  0.017489  0.000437
..py:16 FigureCanvasGTK3Agg.__init__  1      0.000008  0.017388  0.017388
..y:156 FigureCanvasGTK3Agg.__init__  1      0.017220  0.017380  0.017380
..orama/initialise.py:74 wrap_stream  778    0.002029  0.017219  0.000022
..ore/datamodel/models.py:706 getter  444    0.001312  0.017089  0.000038
..er.py:391 Interpreter.post_process  6      0.000013  0.017063  0.002844
...py:285 peep_hole_delete_with_exit  6      0.001277  0.017050  0.002842
..py:1314 RewriteArrayOfConsts.match  27     0.000075  0.016733  0.000620
..context.py:507 Context.can_convert  160..  0.003258  0.016731  0.000010
..tlib/offsetbox.py:350 VPacker.draw  6/1    0.000102  0.016624  0.002771
..ll.py:1327 _inline_const_arraycall  27     0.001458  0.016587  0.000614
..core/ssa.py:154 _run_block_rewrite  8      0.001126  0.016537  0.002067
..sis.py:235 compute_cfg_from_blocks  166    0.003325  0.016425  0.000099
../ir/builder.py:297 Builder.if_then  150    0.001050  0.016262  0.000108
..nds/backend_gtk3.py:399 add_widget  1      0.016016  0.016102  0.016102
..ore/ssa.py:177 _run_ssa_block_pass  972    0.002485  0.016086  0.000017
..asses.py:118 IRProcessing.run_pass  6      0.000034  0.015983  0.002664
..uctions.py:415 StoreInstr.__init__  856    0.001645  0.015852  0.000019
..ite/ir/builder.py:874 Builder.call  267    0.001036  0.015793  0.000059
..r/types.py:77 PointerType.__call__  1145   0.003098  0.015778  0.000014
..Context.load_additional_registries  18     0.000224  0.015766  0.000876
..init__.py:1544 Logger.isEnabledFor  7710   0.010069  0.015747  0.000002
..78 ConstantInferenceError.__init__  161    0.000601  0.015729  0.000098
..tProperties.set_fontconfig_pattern  23     0.000151  0.015705  0.000683
../transform/__init__.py:18 <module>  1      0.000013  0.015523  0.015523
..ructions.py:394 LoadInstr.__init__  836    0.001667  0.015510  0.000019
../core/types/abstract.py:48 _intern  1132   0.002688  0.015480  0.000014
..urces/__init__.py:2382 yield_lines  160..  0.003149  0.015475  0.000010
..:119 FontconfigPatternParser.parse  23     0.000087  0.015394  0.000669
..es/__init__.py:3176 split_sections  397    0.000856  0.015271  0.000038
..numba/core/ssa.py:68 _fix_ssa_vars  4      0.000033  0.015267  0.003817
..tions.py:624 ExtractValue.__init__  736    0.001734  0.015123  0.000021
..python3.6/posixpath.py:376 abspath  465    0.001479  0.015090  0.000032
..se.py:3013 AxesSubplot.tick_params  4      0.000052  0.015072  0.003768
../analysis.py:118 compute_dead_maps  66     0.004086  0.014909  0.000226
..ap_external>:485 _compile_bytecode  207    0.000913  0.014865  0.000072
..ython3.6/functools.py:764 dispatch  267    0.000738  0.014829  0.000056
..umba/core/types/misc.py:56 literal  170    0.000685  0.014792  0.000087
..ext.py:261 Context.resolve_getattr  170    0.000721  0.014785  0.000087
..amodel/models.py:626 ListModel.get  467    0.001405  0.014770  0.000032
..e/fromnumeric.py:70 _wrapreduction  1682   0.006009  0.014711  0.000009
..l/transform/rotation.py:1 <module>  1      0.000014  0.014688  0.014688
..towin32.py:73 AnsiToWin32.__init__  778    0.003738  0.014671  0.000019
..list(float64)<iv=None>.__getattr__  129    0.000435  0.014629  0.000113
..py:362 CPUContext.install_registry  126    0.000734  0.014597  0.000116
..orm/_rotation_groups.py:1 <module>  1      0.000005  0.014285  0.014285
..tructions.py:65 CallInstr.__init__  267    0.003346  0.014002  0.000052
..legend.py:899 Legend.get_tightbbox  2      0.000010  0.013977  0.006988
..py:213 _FunctionsIterator.__next__  289    0.000697  0.013960  0.000048
..constants/__init__.py:317 <module>  1      0.000071  0.013923  0.013923
..list(float64)<iv=None>.__getitem__  129    0.000441  0.013846  0.000107
..lite/ir/builder.py:919 Builder.gep  351    0.001213  0.013755  0.000039
..kers.py:277 MarkerStyle.set_marker  303    0.002484  0.013748  0.000045
..wrapper.py:101 PyCallWrapper.build  1      0.000025  0.013681  0.013681
..er.py:2291 AutoLocator.tick_values  48     0.000277  0.013655  0.000284
..s/numba/np/npyimpl.py:478 do_ufunc  9      0.000032  0.013641  0.001516
.. ExtensionFileLoader.create_module  49     0.000166  0.013615  0.000278
..roc.py:45 VariableLifetime.livemap  66     0.000241  0.013599  0.000206
..hon3.6/functools.py:724 _find_impl  4      0.000020  0.013579  0.003395
..n3.6/functools.py:683 _compose_mro  4      0.000028  0.013553  0.003388
..hon3.6/functools.py:695 <listcomp>  4      0.000088  0.013371  0.003343
..re/analysis.py:60 compute_live_map  66     0.000353  0.013358  0.000202
..py:126 PyCallWrapper.build_wrapper  1      0.000075  0.013327  0.013327
..hon3.6/functools.py:692 is_related  120    0.000209  0.013283  0.000111
..py/sparse/__init__.py:219 <module>  1      0.000088  0.013165  0.013165
..typing/templates.py:1161 decorator  185    0.000251  0.013128  0.000071
..py:429 CPUContext.declare_function  20     0.000157  0.013085  0.000654
...py:1544 FunctionIR.dump_to_string  6      0.000048  0.012993  0.002166
..umba/core/analysis.py:71 fix_point  132    0.000615  0.012966  0.000098
..ba/core/ir.py:1518 FunctionIR.dump  6      0.000076  0.012922  0.002154
../typing/templates.py:1139 decorate  185    0.000799  0.012877  0.000070
.._weakrefset.py:58 WeakSet.__iter__  1505   0.004506  0.012868  0.000009
..structions.py:419 StoreInstr.descr  856    0.003835  0.012867  0.000015
..ayobj.py:70 ArrayStruct._make_refs  9      0.000057  0.012845  0.001427
..is.py:1281 XAxis.get_majorticklocs  28     0.000114  0.012840  0.000459
..s/numba/core/ir.py:1244 Block.dump  27     0.000909  0.012797  0.000474
..arse.py:163 SubPattern.__getitem__  7038   0.008584  0.012737  0.000002
..se.py:888 CPUContext.call_internal  6      0.000057  0.012696  0.002116
..ba/core/event.py:84 Event.__init__  3734   0.005462  0.012535  0.000003
..core/lowering.py:1315 Lower.incref  93     0.000183  0.012493  0.000134
..e/context.py:214 NRTContext.incref  116    0.000172  0.012426  0.000107
..ker.py:2227 AutoLocator._raw_ticks  48     0.001703  0.012378  0.000258
..ompositeGenericTransform.transform  211    0.001106  0.012300  0.000058
../types/functions.py:298 <listcomp>  572    0.001142  0.012257  0.000021
..python3.6/contextlib.py:157 helper  2863   0.004518  0.012248  0.000004
..recall.py:1461 State.list_var_used  367    0.000969  0.012226  0.000033
..nstructions.py:139 CallInstr.descr  267    0.000414  0.012188  0.000046
..3.6/sre_parse.py:253 Tokenizer.get  6049   0.007700  0.012076  0.000002
..ir/values.py:120 Constant.__init__  1805   0.006148  0.012030  0.000007
..DistInfoDistribution._get_metadata  401    0.000806  0.011876  0.000030
../cbook/__init__.py:1830 _str_equal  6586   0.008134  0.011810  0.000002
..reter.py:668 Interpreter._dispatch  222    0.000787  0.011780  0.000053
..structions.py:113 CallInstr._descr  267    0.003651  0.011774  0.000044
..alg/isolve/iterative.py:1 <module>  1      0.000041  0.011755  0.011755
..ase.py:982 CPUContext._make_helper  113    0.000325  0.011698  0.000104
..tructions.py:493 GEPInstr.__init__  351    0.002612  0.011564  0.000033
..transforms.py:310 canonicalize_cfg  66     0.000213  0.011536  0.000175
..list(float64)<iv=None>.__setattr__  808    0.001429  0.011533  0.000014
..py/constants/codata.py:51 <module>  1      0.000172  0.011517  0.011517
..lotlib/lines.py:650 Line2D.recache  78     0.001788  0.011511  0.000148
..:239 GlobalVariable._get_reference  3424   0.006923  0.011507  0.000003
..py:385 CPUCallConv.return_user_exc  19     0.000119  0.011503  0.000605
..listobj.py:63 ListInstance.getitem  22     0.000085  0.011480  0.000522
..e/lowering.py:1328 _lit_or_omitted  104    0.000369  0.011385  0.000109
..0 canonicalize_cfg_single_backedge  66     0.000278  0.011324  0.000172
..6/sre_compile.py:482 _compile_info  45     0.000540  0.011298  0.000251
..base.py:611 AxesSubplot._init_axis  2      0.000060  0.011215  0.005607
..python3.6/posixpath.py:41 _get_sep  6285   0.007413  0.011138  0.000002
..functions.py:232 _unlit_non_poison  986    0.001933  0.011115  0.000011
..6 RegistryLoader.new_registrations  4707   0.003583  0.011100  0.000002
..2 Context.resolve_module_constants  28     0.000088  0.010981  0.000392
..t.py:52 Spine._stale_axes_callback  980    0.002560  0.010831  0.000011
..er.py:788 ScalarFormatter.set_locs  40     0.000255  0.010805  0.000270
..ates.py:815 make_overload_template  216    0.001339  0.010747  0.000050
..re/ssa.py:132 _find_defs_violators  6      0.000061  0.010659  0.001776
..3.6/inspect.py:2514 Parameter.kind  19220  0.010622  0.010622  0.000001
..ython3.6/posixpath.py:338 normpath  467    0.005973  0.010532  0.000023
..py:43 TypeManager.check_compatible  1369   0.004019  0.010467  0.000008
..cpython/listobj.py:34 get_itemsize  19     0.000055  0.010459  0.000550
...py:1334 JITCPUCodegen._add_module  6      0.000018  0.010416  0.001736
..degen.py:1066 JitEngine.add_module  6      0.000032  0.010398  0.001733
..instructions.py:515 GEPInstr.descr  351    0.001820  0.010320  0.000029
../listobj.py:213 ListInstance.zfill  8      0.000088  0.010276  0.001284
..xis.py:1345 XAxis._copy_tick_props  28     0.000171  0.010268  0.000367
..es.py:505 InlineOverloads.run_pass  6      0.000601  0.010251  0.001709
..a/core/base.py:704 CPUContext.cast  272..  0.000457  0.010178  0.000037
..ore/lowering.py:1251 Lower.loadvar  338    0.000820  0.010111  0.000030
..-packages/PIL/Image.py:341 preinit  1      0.000018  0.010072  0.010072
...py:700 GetAttrConstraint.__call__  14     0.000152  0.009973  0.000712
..yping/npydecl.py:24 _handle_inputs  190    0.001848  0.009774  0.000051
..ges/matplotlib/pyplot.py:2838 plot  4      0.000030  0.009736  0.002434
..sre_parse.py:171 SubPattern.append  5350   0.006776  0.009716  0.000002
..xt.py:1190 Text.set_fontproperties  99     0.000378  0.009671  0.000098
..59 JitEngine._load_defined_symbols  6      0.000080  0.009648  0.001608
..xes/_axes.py:1510 AxesSubplot.plot  4      0.000056  0.009614  0.002404
..stobj.py:150 ListInstance.__init__  11     0.000072  0.009607  0.000873
..p/npyimpl.py:161 _prepare_argument  21     0.000214  0.009568  0.000456
.._bootstrap>:504 _init_module_attrs  257    0.002235  0.009553  0.000037
..a/np/numpy_support.py:124 as_dtype  580    0.002363  0.009545  0.000016
..umpy_support.py:336 ufunc_can_cast  1878   0.002973  0.009504  0.000005
..y_function__ internals>:2 linspace  129    0.000308  0.009499  0.000074
..ils.py:173 ArrayStruct.__setitem__  76     0.000351  0.009471  0.000125
..y/optimize/_minimize.py:8 <module>  1      0.000051  0.009466  0.009466
.._bootstrap_external>:57 _path_join  1482   0.003185  0.009325  0.000006
..otlib/axis.py:754 XAxis._set_scale  32     0.000114  0.009313  0.000291
../binding/ffi.py:309 ValueRef.close  746    0.001729  0.009278  0.000012
..lib/python3.6/pprint.py:55 pformat  16     0.000068  0.009269  0.000579
..init__.py:686 RcParams.__getitem__  11013  0.009209  0.009209  0.000001
...py:1540 TypeInferer.typeof_global  17     0.000171  0.009174  0.000540
..tplotlib/axis.py:1944 XAxis.getter  172..  0.000504  0.009161  0.000053
..print.py:142 PrettyPrinter.pformat  16     0.000054  0.009159  0.000572
..:646 InlineOverloads._do_work_expr  91     0.000214  0.009095  0.000100
..print.py:154 PrettyPrinter._format  193..  0.000687  0.009080  0.000047
..towin32.py:43 StreamWrapper.isatty  778    0.001833  0.009039  0.000012
..arkers.py:215 MarkerStyle.__init__  220    0.000532  0.009029  0.000041
..py:378 CPUContext.insert_func_defn  126    0.002233  0.009007  0.000071
../ir/builder.py:351 Builder._insert  4134   0.006243  0.008948  0.000002
..et_default_locators_and_formatters  32     0.000285  0.008892  0.000278
..cbook/__init__.py:2045 _setattr_cm  1630   0.005327  0.008863  0.000005
../core/function_base.py:23 linspace  129    0.002934  0.008829  0.000068
../typing/templates.py:355 <genexpr>  2204   0.002216  0.008817  0.000004
..binding/value.py:143 ValueRef.name  186    0.000619  0.008812  0.000047
..py:993 CPUContext.make_data_helper  102    0.000156  0.008718  0.000085
..egen._scan_and_fix_unresolved_refs  6      0.000057  0.008623  0.001437
..mba/core/codegen.py:1063 <setcomp>  12     0.000211  0.008599  0.000717
..PrettyPrinter._pprint_default_dict  10     0.000082  0.008570  0.000857
..t.py:2183 _signature_from_callable  104    0.000844  0.008557  0.000082
../extending.py:130 register_jitable  86     0.000137  0.008507  0.000099
../ir/types.py:30 PointerType.__ne__  2413   0.003394  0.008498  0.000004
..ffsetbox.py:271 VPacker.get_offset  9      0.000034  0.008493  0.000944
..b/legend.py:571 Legend._findoffset  4      0.000037  0.008453  0.002113
<__array_function__ internals>:2 any  434    0.000972  0.008445  0.000019
..Context.call_internal_no_propagate  6      0.000045  0.008428  0.001405
..py:1022 Legend._find_best_position  4      0.000084  0.008412  0.002103
..py:1498 parse_constants_2002to2014  4      0.004499  0.008403  0.002101
...py:13 SpaceEnriched1DIGA.__init__  1      0.000013  0.008389  0.008389
..:177 ConditionalBranch.set_weights  62     0.000695  0.008380  0.000135
..s/numba/core/extending.py:147 wrap  86     0.000284  0.008370  0.000097
...py:180 PrettyPrinter._pprint_dict  10     0.000065  0.008334  0.000833
..s/_base.py:649 AxesSubplot.viewLim  200..  0.000311  0.008253  0.000041
..eGenericTransform.transform_affine  211    0.000528  0.008231  0.000039
..array_function__ internals>:2 amin  599    0.001219  0.008137  0.000014
..ex/shape.py:33 Shape1DIGA.__init__  1      0.000107  0.008105  0.008105
..a/core/ir.py:1211 Block.find_insts  1832   0.004695  0.008064  0.000004
..nstructions.py:399 LoadInstr.descr  836    0.002943  0.008040  0.000010
..y:635 AxesSubplot._unstale_viewLim  202..  0.000922  0.008012  0.000040
..:1392 PythonAPI.from_native_return  1      0.000006  0.007941  0.007941
..y:1399 PythonAPI.from_native_value  3/1    0.000022  0.007930  0.002643
..numba/np/npyimpl.py:344 <listcomp>  12     0.000031  0.007914  0.000659
..PIL/JpegImagePlugin.py:34 <module>  1      0.000038  0.007905  0.007905
..numba/core/boxing.py:483 box_tuple  1      0.000019  0.007902  0.007902
..ython3.6/inspect.py:3063 signature  94     0.000191  0.007892  0.000084
..:490 CPUCallConv.decorate_function  20     0.000351  0.007882  0.000394
..ger.py:736 FontProperties.__hash__  712    0.004548  0.007858  0.000011
../artist.py:263 Spine.get_tightbbox  15     0.000084  0.007819  0.000521
..is.py:1285 XAxis.get_minorticklocs  20     0.000325  0.007782  0.000389
..array_function__ internals>:2 amax  605    0.001212  0.007754  0.000013
..manager.py:932 FontProperties.copy  159    0.000593  0.007753  0.000049
..e/ssa.py:279 _FixSSAVars.on_assign  284    0.000728  0.007741  0.000027
.. _GeneratorContextManager.__init__  2863   0.005817  0.007730  0.000003
..n3.6/inspect.py:2811 from_callable  94     0.000176  0.007701  0.000082
..3.6/os.py:664 _Environ.__getitem__  1282   0.002764  0.007701  0.000006
..y/core/fromnumeric.py:52 _wrapfunc  445    0.001109  0.007680  0.000017
../artist.py:723 XAxis.set_clip_path  38     0.000386  0.007652  0.000201
..s/matplotlib/axis.py:770 XAxis.cla  24     0.000220  0.007650  0.000319
..r/module.py:45 Module.add_metadata  110    0.001103  0.007639  0.000069
..e/ir/builder.py:737 Builder.alloca  256    0.000922  0.007633  0.000030
../__init__.py:1682 normalize_kwargs  352    0.003890  0.007627  0.000022
..ructions.py:639 ExtractValue.descr  736    0.003624  0.007458  0.000010
..le.py:244 _FunctionsIterator._next  169    0.000427  0.007414  0.000044
..ap_external>:263 cache_from_source  414    0.002257  0.007401  0.000018
..scipy/optimize/_root.py:7 <module>  1      0.000020  0.007361  0.007361
..y:260 ScalarFormatter.format_ticks  40     0.000146  0.007337  0.000183
..mpositeGenericTransform.get_affine  302..  0.001997  0.007325  0.000024
...py:1394 PathMetadata.has_metadata  168    0.000372  0.007279  0.000043
..ba/core/types/misc.py:47 unliteral  180..  0.003420  0.007253  0.000004
../pycparser/__init__.py:10 <module>  1      0.000010  0.007232  0.007232
..numba/core/event.py:50 _guard_kind  3806   0.004866  0.007220  0.000002
